year_month,Country,AverageTemperature
1917-09,Indonesia,25.566
1917-09,United States,15.767
1917-10,China,7.223999999999998
1917-10,Indonesia,25.200000000000006
1917-10,United States,7.847
1917-11,China,-0.6659999999999999
1917-11,Indonesia,25.456
1917-11,United States,2.629
1917-12,China,-8.524
1917-12,Indonesia,24.646
1917-12,United States,-5.113999999999999
1918-01,China,-9.134
1918-01,Indonesia,24.612
1918-01,United States,-6.737
1918-02,China,-5.197
1918-02,Indonesia,24.813
1918-02,United States,-1.85
1918-03,China,1.6190000000000002
1918-03,Indonesia,25.22
1918-03,United States,3.915
1918-04,China,7.627000000000002
1918-04,Indonesia,25.031
1918-04,United States,6.667000000000002
1918-05,China,13.504
1918-05,Indonesia,25.235
1918-05,United States,13.792
1918-06,China,17.188
1918-06,Indonesia,24.564
1918-06,United States,19.596
1918-07,China,19.322
1918-07,Indonesia,25.016
1918-07,United States,20.916
1918-08,China,18.358
1918-08,Indonesia,25.06
1918-08,United States,20.485
1918-09,China,14.129
1918-09,Indonesia,25.144
1918-09,United States,14.913
1918-10,China,7.471
1918-10,Indonesia,25.296000000000006
1918-10,United States,10.488
1918-11,China,-1.885
1918-11,Indonesia,25.585
1918-11,United States,1.5690000000000002
1918-12,China,-8.64
1918-12,Indonesia,25.268
1918-12,United States,-1.739
1919-01,China,-10.255999999999998
1919-01,Indonesia,25.491
1919-01,United States,-3.257000000000001
1919-02,China,-5.013999999999999
1919-02,Indonesia,25.97
1919-02,United States,-2.279
1919-03,China,1.531
1919-03,Indonesia,25.91
1919-03,United States,2.229
1919-04,China,8.104000000000001
1919-04,Indonesia,25.789
1919-04,United States,8.193999999999999
1919-05,China,14.091
1919-05,Indonesia,25.894
1919-05,United States,13.702
1919-06,China,17.819000000000003
1919-06,Indonesia,25.31
1919-06,United States,18.615
1919-07,China,20.099
1919-07,Indonesia,24.634
1919-07,United States,21.681
1919-08,China,19.527
1919-08,Indonesia,25.253
1919-08,United States,20.471
1919-09,China,13.638
1919-09,Indonesia,25.291
1919-09,United States,16.578
1919-10,China,7.252000000000001
1919-10,Indonesia,25.232000000000006
1919-10,United States,8.987
1919-11,China,-0.55
1919-11,Indonesia,25.212
1919-11,United States,1.538
1919-12,China,-6.957000000000001
1919-12,Indonesia,25.254
1919-12,United States,-4.003
1920-01,China,-7.267999999999999
1920-01,Indonesia,25.484
1920-01,United States,-4.6240000000000006
1920-02,China,-7.7040000000000015
1920-02,Indonesia,25.4
1920-02,United States,-1.0379999999999998
1920-03,China,0.6659999999999999
1920-03,Indonesia,25.578000000000003
1920-03,United States,1.628
1920-04,China,8.146
1920-04,Indonesia,25.654
1920-04,United States,5.381
1920-05,China,13.512
1920-05,Indonesia,25.688
1920-05,United States,12.99
1920-06,China,17.444000000000003
1920-06,Indonesia,25.709
1920-06,United States,18.076
1920-07,China,20.549
1920-07,Indonesia,25.577
1920-07,United States,20.752
1920-08,China,18.641
1920-08,Indonesia,25.303
1920-08,United States,19.588
1920-09,China,13.712
1920-09,Indonesia,25.529
1920-09,United States,16.247
1920-10,China,8.341000000000001
1920-10,Indonesia,25.245
1920-10,United States,9.667
1920-11,China,0.226
1920-11,Indonesia,25.675
1920-11,United States,1.832
1920-12,China,-7.180999999999999
1920-12,Indonesia,25.42
1920-12,United States,-2.285
1921-01,China,-8.453999999999999
1921-01,Indonesia,25.356
1921-01,United States,-2.321
1921-02,China,-4.618
1921-02,Indonesia,25.459
1921-02,United States,-0.6819999999999999
1921-03,China,0.8960000000000001
1921-03,Indonesia,25.58
1921-03,United States,5.196999999999999
1921-04,China,7.6400000000000015
1921-04,Indonesia,25.215
1921-04,United States,7.935
1921-05,China,13.372
1921-05,Indonesia,25.54
1921-05,United States,13.612
1921-06,China,16.63
1921-06,Indonesia,25.483
1921-06,United States,19.506
1921-07,China,19.659
1921-07,Indonesia,25.173
1921-07,United States,21.784
1921-08,China,18.829
1921-08,Indonesia,25.291
1921-08,United States,20.483
1921-09,China,13.925
1921-09,Indonesia,25.41
1921-09,United States,16.745
1921-10,China,7.045999999999999
1921-10,Indonesia,25.47600000000001
1921-10,United States,10.188
1921-11,China,-0.679
1921-11,Indonesia,25.329
1921-11,United States,3.4330000000000003
1921-12,China,-6.236999999999999
1921-12,Indonesia,25.328000000000007
1921-12,United States,-0.7319999999999998
1922-01,China,-9.853
1922-01,Indonesia,25.454
1922-01,United States,-4.678
1922-02,China,-3.897
1922-02,Indonesia,25.506
1922-02,United States,-2.384
1922-03,China,1.4240000000000002
1922-03,Indonesia,25.338
1922-03,United States,1.7380000000000002
1922-04,China,8.477
1922-04,Indonesia,25.46
1922-04,United States,7.834
1922-05,China,13.309
1922-05,Indonesia,25.505
1922-05,United States,13.851
1922-06,China,17.783
1922-06,Indonesia,25.351
1922-06,United States,19.154
1922-07,China,20.102
1922-07,Indonesia,25.042
1922-07,United States,20.617
1922-08,China,18.868
1922-08,Indonesia,24.822
1922-08,United States,20.55
1922-09,China,14.1
1922-09,Indonesia,25.346
1922-09,United States,17.048
1922-10,China,7.641999999999999
1922-10,Indonesia,25.384
1922-10,United States,10.385
1922-11,China,-0.971
1922-11,Indonesia,25.555
1922-11,United States,2.783
1922-12,China,-6.856
1922-12,Indonesia,25.437
1922-12,United States,-1.6799999999999995
1923-01,China,-8.911
1923-01,Indonesia,25.224
1923-01,United States,-1.9250000000000005
1923-02,China,-6.415000000000001
1923-02,Indonesia,25.447000000000006
1923-02,United States,-3.042
1923-03,China,2.184
1923-03,Indonesia,25.281
1923-03,United States,1.106
1923-04,China,8.076
1923-04,Indonesia,25.491
1923-04,United States,7.5790000000000015
1923-05,China,13.677
1923-05,Indonesia,25.512
1923-05,United States,13.487
1923-06,China,17.47
1923-06,Indonesia,25.485
1923-06,United States,18.438
1923-07,China,19.281
1923-07,Indonesia,24.638
1923-07,United States,21.53
1923-08,China,19.444000000000003
1923-08,Indonesia,24.745
1923-08,United States,20.356
1923-09,China,13.681
1923-09,Indonesia,25.008000000000003
1923-09,United States,16.284000000000002
1923-10,China,6.973
1923-10,Indonesia,25.435
1923-10,United States,9.006
1923-11,China,-0.134
1923-11,Indonesia,25.793000000000003
1923-11,United States,3.682
1923-12,China,-6.561999999999999
1923-12,Indonesia,25.683000000000003
1923-12,United States,-1.3769999999999998
1924-01,China,-8.03
1924-01,Indonesia,25.662
1924-01,United States,-5.417999999999999
1924-02,China,-5.92
1924-02,Indonesia,25.82
1924-02,United States,-1.349
1924-03,China,0.2910000000000001
1924-03,Indonesia,25.72
1924-03,United States,1.36
1924-04,China,8.389000000000001
1924-04,Indonesia,25.597
1924-04,United States,6.617000000000001
1924-05,China,13.269
1924-05,Indonesia,25.715
1924-05,United States,12.578
1924-06,China,17.848
1924-06,Indonesia,25.5
1924-06,United States,18.679
1924-07,China,20.093
1924-07,Indonesia,25.244
1924-07,United States,20.3
1924-08,China,19.269
1924-08,Indonesia,25.424
1924-08,United States,20.249
1924-09,China,14.234000000000002
1924-09,Indonesia,25.504
1924-09,United States,15.04
1924-10,China,7.382999999999999
1924-10,Indonesia,25.519
1924-10,United States,9.626
1924-11,China,-0.401
1924-11,Indonesia,25.5
1924-11,United States,3.603
1924-12,China,-5.973999999999998
1924-12,Indonesia,25.139000000000006
1924-12,United States,-4.657
1925-01,China,-8.949
1925-01,Indonesia,25.401
1925-01,United States,-5.223000000000001
1925-02,China,-6.848000000000001
1925-02,Indonesia,25.234
1925-02,United States,-0.3799999999999999
1925-03,China,0.799
1925-03,Indonesia,25.192
1925-03,United States,3.972
1925-04,China,7.2570000000000014
1925-04,Indonesia,25.311
1925-04,United States,9.856
1925-05,China,13.241
1925-05,Indonesia,25.579
1925-05,United States,13.792
1925-06,China,17.974
1925-06,Indonesia,25.285
1925-06,United States,19.242
1925-07,China,19.945
1925-07,Indonesia,24.912
1925-07,United States,21.496
1925-08,China,18.55
1925-08,Indonesia,25.001
1925-08,United States,20.211
1925-09,China,14.164
1925-09,Indonesia,25.441
1925-09,United States,17.195
1925-10,China,8.030999999999999
1925-10,Indonesia,25.393
1925-10,United States,7.894
1925-11,China,0.419
1925-11,Indonesia,25.749
1925-11,United States,2.55
1925-12,China,-5.915
1925-12,Indonesia,25.659
1925-12,United States,-2.408
1926-01,China,-7.720999999999999
1926-01,Indonesia,25.411
1926-01,United States,-2.4370000000000003
1926-02,China,-4.66
1926-02,Indonesia,25.899
1926-02,United States,-0.0449999999999999
1926-03,China,1.6190000000000002
1926-03,Indonesia,26.128
1926-03,United States,2.668
1926-04,China,7.7440000000000015
1926-04,Indonesia,26.303
1926-04,United States,8.131
1926-05,China,13.878
1926-05,Indonesia,26.383000000000003
1926-05,United States,14.182
1926-06,China,17.496
1926-06,Indonesia,25.686
1926-06,United States,18.768
1926-07,China,19.828
1926-07,Indonesia,25.218000000000004
1926-07,United States,21.291
1926-08,China,19.135
1926-08,Indonesia,25.567
1926-08,United States,20.658
1926-09,China,14.855
1926-09,Indonesia,25.567
1926-09,United States,16.166
1926-10,China,6.989
1926-10,Indonesia,25.748
1926-10,United States,10.512
1926-11,China,-0.555
1926-11,Indonesia,26.062
1926-11,United States,2.975
1926-12,China,-7.558999999999998
1926-12,Indonesia,25.555
1926-12,United States,-3.1860000000000004
1927-01,China,-8.423
1927-01,Indonesia,25.578000000000003
1927-01,United States,-2.6430000000000007
1927-02,China,-6.351000000000001
1927-02,Indonesia,25.853
1927-02,United States,0.3690000000000002
1927-03,China,-0.2630000000000001
1927-03,Indonesia,25.835
1927-03,United States,2.406
1927-04,China,7.945
1927-04,Indonesia,25.621
1927-04,United States,7.629
1927-05,China,13.077
1927-05,Indonesia,25.802
1927-05,United States,13.494000000000002
1927-06,China,17.333
1927-06,Indonesia,25.531
1927-06,United States,18.142
1927-07,China,20.607
1927-07,Indonesia,25.433000000000003
1927-07,United States,21.027
1927-08,China,19.041
1927-08,Indonesia,25.234
1927-08,United States,19.134
1927-09,China,14.155
1927-09,Indonesia,25.4
1927-09,United States,15.933
1927-10,China,7.8
1927-10,Indonesia,25.63000000000001
1927-10,United States,10.219
1927-11,China,0.942
1927-11,Indonesia,25.798
1927-11,United States,3.282
1927-12,China,-5.85
1927-12,Indonesia,25.877
1927-12,United States,-4.359999999999999
1928-01,China,-7.903999999999999
1928-01,Indonesia,25.777
1928-01,United States,-2.1590000000000003
1928-02,China,-5.118
1928-02,Indonesia,26.068
1928-02,United States,-0.6200000000000001
1928-03,China,1.5530000000000002
1928-03,Indonesia,25.86
1928-03,United States,2.807
1928-04,China,8.854000000000003
1928-04,Indonesia,25.751
1928-04,United States,6.718999999999999
1928-05,China,14.373
1928-05,Indonesia,26.02
1928-05,United States,14.303
1928-06,China,17.789
1928-06,Indonesia,25.467
1928-06,United States,17.503
1928-07,China,20.194000000000003
1928-07,Indonesia,25.278
1928-07,United States,21.151
1928-08,China,18.556
1928-08,Indonesia,25.396
1928-08,United States,20.125
1928-09,China,14.083
1928-09,Indonesia,25.719
1928-09,United States,15.231
1928-10,China,7.260999999999999
1928-10,Indonesia,25.719
1928-10,United States,10.06
1928-11,China,-0.5710000000000001
1928-11,Indonesia,25.764
1928-11,United States,3.148
1928-12,China,-7.774
1928-12,Indonesia,25.608
1928-12,United States,-1.7559999999999998
1929-01,China,-9.204
1929-01,Indonesia,25.344
1929-01,United States,-4.485
1929-02,China,-5.9860000000000015
1929-02,Indonesia,25.515
1929-02,United States,-4.131
1929-03,China,2.145
1929-03,Indonesia,25.731
1929-03,United States,3.016
1929-04,China,8.781
1929-04,Indonesia,25.546
1929-04,United States,8.047
1929-05,China,13.819
1929-05,Indonesia,25.602
1929-05,United States,13.156
1929-06,China,17.768
1929-06,Indonesia,25.258000000000003
1929-06,United States,18.241
1929-07,China,19.765
1929-07,Indonesia,25.099
1929-07,United States,21.211
1929-08,China,18.695
1929-08,Indonesia,25.304
1929-08,United States,20.547
1929-09,China,13.986
1929-09,Indonesia,25.569000000000003
1929-09,United States,15.896
1929-10,China,6.782
1929-10,Indonesia,25.605
1929-10,United States,9.663
1929-11,China,-0.6729999999999999
1929-11,Indonesia,25.764
1929-11,United States,1.829
1929-12,China,-8.789
1929-12,Indonesia,25.443
1929-12,United States,-1.7159999999999995
1930-01,China,-11.212
1930-01,Indonesia,25.636
1930-01,United States,-5.784000000000002
1930-02,China,-4.383
1930-02,Indonesia,25.631
1930-02,United States,0.2430000000000001
1930-03,China,1.3270000000000002
1930-03,Indonesia,25.909
1930-03,United States,1.6769999999999998
1930-04,China,7.947999999999999
1930-04,Indonesia,25.733
1930-04,United States,9.419
1930-05,China,14.013
1930-05,Indonesia,26.028
1930-05,United States,13.287
1930-06,China,17.159000000000002
1930-06,Indonesia,25.219
1930-06,United States,18.587
1930-07,China,20.787
1930-07,Indonesia,25.521
1930-07,United States,21.939
1930-08,China,18.856
1930-08,Indonesia,25.487
1930-08,United States,20.758000000000003
1930-09,China,13.574000000000002
1930-09,Indonesia,25.537
1930-09,United States,16.474
1930-10,China,7.153
1930-10,Indonesia,25.734
1930-10,United States,8.555
1930-11,China,-0.79
1930-11,Indonesia,25.817
1930-11,United States,2.091
1930-12,China,-6.808
1930-12,Indonesia,25.729000000000006
1930-12,United States,-2.394
1931-01,China,-8.916
1931-01,Indonesia,25.98
1931-01,United States,-1.8430000000000004
1931-02,China,-7.904
1931-02,Indonesia,26.196
1931-02,United States,0.5760000000000001
1931-03,China,1.472
1931-03,Indonesia,26.207
1931-03,United States,1.644
1931-04,China,7.713999999999999
1931-04,Indonesia,25.985
1931-04,United States,8.052000000000001
1931-05,China,12.844
1931-05,Indonesia,26.41
1931-05,United States,13.198
1931-06,China,17.686
1931-06,Indonesia,26.07
1931-06,United States,19.565
1931-07,China,18.88
1931-07,Indonesia,25.314
1931-07,United States,22.143
1931-08,China,19.32
1931-08,Indonesia,25.892
1931-08,United States,20.291
1931-09,China,14.162
1931-09,Indonesia,25.933000000000003
1931-09,United States,17.573
1931-10,China,7.997999999999998
1931-10,Indonesia,25.805000000000003
1931-10,United States,10.659
1931-11,China,-0.1639999999999999
1931-11,Indonesia,25.713
1931-11,United States,3.932
1931-12,China,-6.561999999999999
1931-12,Indonesia,25.735000000000007
1931-12,United States,-1.0609999999999995
1932-01,China,-6.706
1932-01,Indonesia,25.616
1932-01,United States,-3.657000000000001
1932-02,China,-6.6190000000000015
1932-02,Indonesia,25.78
1932-02,United States,-1.164
1932-03,China,1.396
1932-03,Indonesia,25.758000000000003
1932-03,United States,1.123
1932-04,China,8.565
1932-04,Indonesia,25.917
1932-04,United States,8.617
1932-05,China,13.534
1932-05,Indonesia,25.949
1932-05,United States,13.868
1932-06,China,17.934
1932-06,Indonesia,25.775
1932-06,United States,18.85
1932-07,China,20.464
1932-07,Indonesia,25.235
1932-07,United States,21.495
1932-08,China,18.434
1932-08,Indonesia,25.393
1932-08,United States,20.439
1932-09,China,14.26
1932-09,Indonesia,25.688
1932-09,United States,15.925999999999998
1932-10,China,7.425999999999998
1932-10,Indonesia,25.811
1932-10,United States,9.023
1932-11,China,0.768
1932-11,Indonesia,25.768
1932-11,United States,1.578
1932-12,China,-6.589
1932-12,Indonesia,25.477
1932-12,United States,-3.624
1933-01,China,-10.678999999999998
1933-01,Indonesia,25.686
1933-01,United States,-2.599
1933-02,China,-5.352
1933-02,Indonesia,25.53700000000001
1933-02,United States,-3.768
1933-03,China,0.4640000000000002
1933-03,Indonesia,25.735
1933-03,United States,2.673
1933-04,China,7.91
1933-04,Indonesia,25.721
1933-04,United States,7.73
1933-05,China,13.794
1933-05,Indonesia,26.127
1933-05,United States,13.544
1933-06,China,17.993
1933-06,Indonesia,25.636
1933-06,United States,19.805
1933-07,China,20.081
1933-07,Indonesia,25.285
1933-07,United States,21.917
1933-08,China,19.329
1933-08,Indonesia,25.754
1933-08,United States,20.234
1933-09,China,14.603
1933-09,Indonesia,25.658
1933-09,United States,17.288
1933-10,China,6.769
1933-10,Indonesia,25.512
1933-10,United States,9.848
1933-11,China,-0.042
1933-11,Indonesia,25.674
1933-11,United States,3.1710000000000003
1933-12,China,-5.311
1933-12,Indonesia,25.315
1933-12,United States,-1.476
1934-01,China,-9.997
1934-01,Indonesia,25.174
1934-01,United States,-2.5420000000000003
1934-02,China,-4.671
1934-02,Indonesia,25.231
1934-02,United States,-0.685
1934-03,China,0.266
1934-03,Indonesia,25.349
1934-03,United States,3.215
1934-04,China,6.631
1934-04,Indonesia,25.799
1934-04,United States,9.553
1934-05,China,14.137
1934-05,Indonesia,25.917
1934-05,United States,15.727
1934-06,China,17.448999999999998
1934-06,Indonesia,25.637
1934-06,United States,19.58
1934-07,China,19.895
1934-07,Indonesia,25.599
1934-07,United States,22.412
1934-08,China,18.514
1934-08,Indonesia,25.317
1934-08,United States,21.013
1934-09,China,14.208
1934-09,Indonesia,25.622
1934-09,United States,15.816
1934-10,China,6.385
1934-10,Indonesia,25.807
1934-10,United States,11.13
1934-11,China,-1.262
1934-11,Indonesia,25.699
1934-11,United States,4.402
1934-12,China,-5.2010000000000005
1934-12,Indonesia,25.651
1934-12,United States,-1.702
1935-01,China,-8.711
1935-01,Indonesia,25.722
1935-01,United States,-3.0680000000000005
1935-02,China,-3.698
1935-02,Indonesia,26.001
1935-02,United States,-0.0590000000000001
1935-03,China,2.685
1935-03,Indonesia,25.919
1935-03,United States,3.761
1935-04,China,7.2040000000000015
1935-04,Indonesia,25.66200000000001
1935-04,United States,7.529000000000001
1935-05,China,13.437
1935-05,Indonesia,25.839
1935-05,United States,12.136
1935-06,China,17.756
1935-06,Indonesia,25.424
1935-06,United States,18.199
1935-07,China,19.826
1935-07,Indonesia,25.062
1935-07,United States,22.09
1935-08,China,19.105
1935-08,Indonesia,25.323
1935-08,United States,20.643
1935-09,China,14.402
1935-09,Indonesia,25.642
1935-09,United States,16.090999999999998
1935-10,China,8.812999999999997
1935-10,Indonesia,25.699
1935-10,United States,9.543
1935-11,China,-1.258
1935-11,Indonesia,25.498
1935-11,United States,1.64
1935-12,China,-9.927
1935-12,Indonesia,25.744
1935-12,United States,-3.595
1936-01,China,-10.599
1936-01,Indonesia,25.431
1936-01,United States,-4.66
1936-02,China,-6.6160000000000005
1936-02,Indonesia,25.96
1936-02,United States,-6.002000000000001
1936-03,China,-1.144
1936-03,Indonesia,25.959
1936-03,United States,3.283
1936-04,China,7.226
1936-04,Indonesia,25.879
1936-04,United States,7.827000000000001
1936-05,China,13.057
1936-05,Indonesia,26.047
1936-05,United States,15.312
1936-06,China,17.624000000000002
1936-06,Indonesia,25.718000000000004
1936-06,United States,19.983
1936-07,China,19.71
1936-07,Indonesia,25.448
1936-07,United States,22.834
1936-08,China,18.393
1936-08,Indonesia,25.278
1936-08,United States,21.746
1936-09,China,14.458
1936-09,Indonesia,25.832
1936-09,United States,16.777
1936-10,China,8.256
1936-10,Indonesia,25.665000000000006
1936-10,United States,9.631
1936-11,China,0.29
1936-11,Indonesia,25.76
1936-11,United States,2.2
1936-12,China,-7.316
1936-12,Indonesia,25.724
1936-12,United States,-1.864
1937-01,China,-9.124
1937-01,Indonesia,25.642
1937-01,United States,-4.735
1937-02,China,-4.551
1937-02,Indonesia,26.086
1937-02,United States,-2.9960000000000004
1937-03,China,0.2440000000000002
1937-03,Indonesia,25.958
1937-03,United States,1.189
1937-04,China,7.808000000000002
1937-04,Indonesia,25.922
1937-04,United States,7.357
1937-05,China,13.759
1937-05,Indonesia,25.897
1937-05,United States,14.331
1937-06,China,17.45
1937-06,Indonesia,25.859
1937-06,United States,18.913
1937-07,China,19.828
1937-07,Indonesia,25.408
1937-07,United States,21.769
1937-08,China,19.029
1937-08,Indonesia,25.63
1937-08,United States,21.466
1937-09,China,14.387
1937-09,Indonesia,25.762
1937-09,United States,16.788999999999998
1937-10,China,7.895
1937-10,Indonesia,25.614
1937-10,United States,10.057
1937-11,China,-1.683
1937-11,Indonesia,26.043000000000003
1937-11,United States,2.892
1937-12,China,-6.909
1937-12,Indonesia,25.594
1937-12,United States,-2.263
1938-01,China,-9.209
1938-01,Indonesia,25.673
1938-01,United States,-3.1700000000000004
1938-02,China,-5.8340000000000005
1938-02,Indonesia,26.106
1938-02,United States,-1.004
1938-03,China,1.41
1938-03,Indonesia,25.894
1938-03,United States,4.371
1938-04,China,9.415
1938-04,Indonesia,26.116
1938-04,United States,8.798
1938-05,China,14.234000000000002
1938-05,Indonesia,25.975
1938-05,United States,13.666
1938-06,China,17.262
1938-06,Indonesia,25.641
1938-06,United States,18.718
1938-07,China,20.398
1938-07,Indonesia,25.523000000000003
1938-07,United States,21.359
1938-08,China,19.009
1938-08,Indonesia,25.655
1938-08,United States,21.178
1938-09,China,13.894
1938-09,Indonesia,25.484
1938-09,United States,17.154
1938-10,China,8.357000000000001
1938-10,Indonesia,25.407
1938-10,United States,11.421
1938-11,China,0.172
1938-11,Indonesia,25.566
1938-11,United States,2.428
1938-12,China,-6.646999999999999
1938-12,Indonesia,25.204
1938-12,United States,-1.257
1939-01,China,-8.136000000000001
1939-01,Indonesia,25.356
1939-01,United States,-2.2300000000000004
1939-02,China,-4.354
1939-02,Indonesia,25.361
1939-02,United States,-3.239
1939-03,China,1.0990000000000002
1939-03,Indonesia,25.626
1939-03,United States,2.718
1939-04,China,7.362999999999999
1939-04,Indonesia,25.89
1939-04,United States,8.533000000000001
1939-05,China,14.249
1939-05,Indonesia,25.794
1939-05,United States,14.744000000000002
1939-06,China,17.512
1939-06,Indonesia,25.58
1939-06,United States,18.855
1939-07,China,20.451
1939-07,Indonesia,25.874
1939-07,United States,21.899
1939-08,China,19.783
1939-08,Indonesia,25.625
1939-08,United States,20.505
1939-09,China,14.397
1939-09,Indonesia,25.265
1939-09,United States,17.243
1939-10,China,8.004
1939-10,Indonesia,25.372
1939-10,United States,9.731
1939-11,China,-0.304
1939-11,Indonesia,25.876
1939-11,United States,2.467
1939-12,China,-5.746
1939-12,Indonesia,25.797
1939-12,United States,0.464
1940-01,China,-7.517999999999999
1940-01,Indonesia,25.322
1940-01,United States,-5.9190000000000005
1940-02,China,-4.783
1940-02,Indonesia,25.59800000000001
1940-02,United States,-1.286
1940-03,China,1.281
1940-03,Indonesia,25.92
1940-03,United States,2.7960000000000003
1940-04,China,7.694
1940-04,Indonesia,26.228
1940-04,United States,8.620000000000001
1940-05,China,13.542
1940-05,Indonesia,26.13
1940-05,United States,14.397
1940-06,China,17.884999999999994
1940-06,Indonesia,25.725
1940-06,United States,19.261
1940-07,China,20.116
1940-07,Indonesia,25.376
1940-07,United States,21.706
1940-08,China,17.918
1940-08,Indonesia,24.995
1940-08,United States,20.543000000000003
1940-09,China,13.916
1940-09,Indonesia,25.34
1940-09,United States,16.534000000000002
1940-10,China,8.524
1940-10,Indonesia,25.462000000000003
1940-10,United States,10.899
1940-11,China,-0.284
1940-11,Indonesia,25.933000000000003
1940-11,United States,1.982
1940-12,China,-4.751
1940-12,Indonesia,25.846
1940-12,United States,-0.3669999999999997
1941-01,China,-7.244
1941-01,Indonesia,25.967
1941-01,United States,-2.843
1941-02,China,-4.627000000000002
1941-02,Indonesia,26.072000000000006
1941-02,United States,-0.97
1941-03,China,1.764
1941-03,Indonesia,26.521
1941-03,United States,1.771
1941-04,China,8.777000000000001
1941-04,Indonesia,26.49
1941-04,United States,8.935
1941-05,China,13.882
1941-05,Indonesia,26.523000000000003
1941-05,United States,14.813
1941-06,China,18.472
1941-06,Indonesia,26.373
1941-06,United States,18.519
1941-07,China,20.174
1941-07,Indonesia,25.406
1941-07,United States,21.365
1941-08,China,19.122
1941-08,Indonesia,25.387
1941-08,United States,20.621
1941-09,China,14.074000000000002
1941-09,Indonesia,25.397
1941-09,United States,16.094
1941-10,China,8.456
1941-10,Indonesia,26.022
1941-10,United States,10.169
1941-11,China,0.47
1941-11,Indonesia,26.073
1941-11,United States,3.213
1941-12,China,-5.174
1941-12,Indonesia,26.025
1941-12,United States,-0.494
1942-01,China,-7.597999999999999
1942-01,Indonesia,26.054
1942-01,United States,-2.6190000000000007
1942-02,China,-6.767
1942-02,Indonesia,26.366
1942-02,United States,-2.024
1942-03,China,3.353
1942-03,Indonesia,26.748
1942-03,United States,2.471
1942-04,China,8.302999999999999
1942-04,Indonesia,26.557
1942-04,United States,9.382
1942-05,China,13.367
1942-05,Indonesia,26.789
1942-05,United States,13.505999999999998
1942-06,China,18.41
1942-06,Indonesia,26.612
1942-06,United States,18.511
1942-07,China,20.325
1942-07,Indonesia,25.739
1942-07,United States,21.558000000000003
1942-08,China,18.908
1942-08,Indonesia,25.622
1942-08,United States,20.35
1942-09,China,14.416
1942-09,Indonesia,25.812
1942-09,United States,15.956
1942-10,China,8.224
1942-10,Indonesia,26.124
1942-10,United States,10.116
1942-11,China,0.8370000000000001
1942-11,Indonesia,25.698
1942-11,United States,3.016
1942-12,China,-6.626
1942-12,Indonesia,25.918000000000006
1942-12,United States,-3.1910000000000003
1943-01,China,-8.652999999999999
1943-01,Indonesia,25.53
1943-01,United States,-4.731
1943-02,China,-4.933000000000002
1943-02,Indonesia,25.854000000000006
1943-02,United States,-0.014
1943-03,China,2.018
1943-03,Indonesia,25.594
1943-03,United States,1.3630000000000002
1943-04,China,7.749
1943-04,Indonesia,25.599
1943-04,United States,9.023
1943-05,China,14.42
1943-05,Indonesia,25.741
1943-05,United States,13.800999999999998
1943-06,China,17.744
1943-06,Indonesia,25.247
1943-06,United States,19.049
1943-07,China,20.491
1943-07,Indonesia,25.645
1943-07,United States,21.65
1943-08,China,19.373
1943-08,Indonesia,25.763
1943-08,United States,20.979
1943-09,China,14.64
1943-09,Indonesia,25.533
1943-09,United States,15.873
1943-10,China,7.862
1943-10,Indonesia,25.517000000000003
1943-10,United States,9.847
1943-11,China,-0.283
1943-11,Indonesia,25.482
1943-11,United States,3.128
1943-12,China,-5.817
1943-12,Indonesia,25.293000000000006
1943-12,United States,-1.926
1944-01,China,-8.462
1944-01,Indonesia,25.783
1944-01,United States,-2.591
1944-02,China,-5.74
1944-02,Indonesia,26.068
1944-02,United States,-0.498
1944-03,China,2.2230000000000003
1944-03,Indonesia,25.644
1944-03,United States,1.1789999999999998
1944-04,China,7.630000000000001
1944-04,Indonesia,25.758000000000006
1944-04,United States,6.996
1944-05,China,13.658
1944-05,Indonesia,26.099
1944-05,United States,14.652
1944-06,China,18.039
1944-06,Indonesia,25.69
1944-06,United States,18.735
1944-07,China,20.791
1944-07,Indonesia,24.922
1944-07,United States,21.05
1944-08,China,19.035
1944-08,Indonesia,25.377
1944-08,United States,20.369
1944-09,China,14.52
1944-09,Indonesia,25.535
1944-09,United States,16.326999999999998
1944-10,China,7.377999999999999
1944-10,Indonesia,25.703000000000007
1944-10,United States,10.576
1944-11,China,-0.618
1944-11,Indonesia,26.021
1944-11,United States,2.756
1944-12,China,-10.088
1944-12,Indonesia,25.568
1944-12,United States,-2.773
1945-01,China,-9.896
1945-01,Indonesia,25.925
1945-01,United States,-2.5360000000000005
1945-02,China,-8.142000000000001
1945-02,Indonesia,25.967
1945-02,United States,-0.5609999999999999
1945-03,China,0.5870000000000001
1945-03,Indonesia,25.724
1945-03,United States,4.299
1945-04,China,9.384
1945-04,Indonesia,25.971
1945-04,United States,7.524000000000001
1945-05,China,13.944
1945-05,Indonesia,26.028
1945-05,United States,12.544
1945-06,China,18.529
1945-06,Indonesia,25.233
1945-06,United States,17.245
1945-07,China,19.952
1945-07,Indonesia,25.014
1945-07,United States,20.995
1945-08,China,19.234
1945-08,Indonesia,25.857
1945-08,United States,20.288
1945-09,China,15.086
1945-09,Indonesia,25.748
1945-09,United States,16.201999999999998
1945-10,China,8.052
1945-10,Indonesia,25.85
1945-10,United States,9.761
1945-11,China,1.6969999999999998
1945-11,Indonesia,25.704
1945-11,United States,2.164
1945-12,China,-6.361000000000001
